Item,Cost,Product Url,Item Url,Swatch Url,Model Url,RGB
New high-rise denim trouser jean,$158select colors $119.50,https://www.jcrew.com/m/womens/categories/clothing/denim/wide-leg/new-high-rise-denim-trouser-jean/ME259?display=standard&fit=Classic&color_name=white-denim&colorProductCode=CH679,https://www.jcrew.com/s7-img-facade/CH679_DM0574,https://www.jcrew.com/s7-img-facade/CH679_DM0574_sw,https://www.jcrew.com/s7-img-facade/CH679_DM0574_m,[215 215 214]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=black&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_BK0001,https://www.jcrew.com/s7-img-facade/CF702_BK0001_sw,https://www.jcrew.com/s7-img-facade/CF702_BK0001_m,[36 36 40]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=black&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_GR5863,https://www.jcrew.com/s7-img-facade/CF702_GR5863_sw,https://www.jcrew.com/s7-img-facade/CF702_GR5863_m,[127 110  64]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=black&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_BL8133,https://www.jcrew.com/s7-img-facade/CF702_BL8133_sw,https://www.jcrew.com/s7-img-facade/CF702_BL8133_m,[44 48 74]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=black&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_BK0001,https://www.jcrew.com/s7-img-facade/CF702_BK0001_sw,https://www.jcrew.com/s7-img-facade/CF702_BK0001_m,[36 36 40]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=frosty-olive&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_GR5863,https://www.jcrew.com/s7-img-facade/CF702_GR5863_sw,https://www.jcrew.com/s7-img-facade/CF702_GR5863_m,[127 110  64]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=frosty-olive&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_GR5863,https://www.jcrew.com/s7-img-facade/CF702_GR5863_sw,https://www.jcrew.com/s7-img-facade/CF702_GR5863_m,[127 110  64]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=frosty-olive&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_BL8133,https://www.jcrew.com/s7-img-facade/CF702_BL8133_sw,https://www.jcrew.com/s7-img-facade/CF702_BL8133_m,[44 48 74]
Perfect raincoat,$148,https://www.jcrew.com/p/womens/categories/clothing/coats-and-jackets/rain-jacket/perfect-raincoat/CF702?display=standard&fit=Classic&color_name=frosty-olive&colorProductCode=CF702,https://www.jcrew.com/s7-img-facade/CF702_BK0001,https://www.jcrew.com/s7-img-facade/CF702_BK0001_sw,https://www.jcrew.com/s7-img-facade/CF702_BK0001_m,[36 36 40]
Araks X J.Crew midi slip dress in crepe de chine,$138,https://www.jcrew.com/p/womens/categories/clothing/matching-sets/araks-x-jcrew-midi-slip-dress-in-crepe-de-chine/CF824?display=standard&fit=Classic&color_name=berry-sang-vibrant-azal&colorProductCode=CF824,https://www.jcrew.com/s7-img-facade/CF824_KW0205,https://www.jcrew.com/s7-img-facade/CF824_KW0205_sw,https://www.jcrew.com/s7-img-facade/CF824_KW0205_m,[128   7  28]
Araks X J.Crew Beatrice bralette,$130,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-beatrice-bralette/CF802?display=standard&fit=Classic&color_name=magenta-berry-sangria&colorProductCode=CF802,https://www.jcrew.com/s7-img-facade/CF802_EE7204,https://www.jcrew.com/s7-img-facade/CF802_EE7204_sw,https://www.jcrew.com/s7-img-facade/CF802_EE7204_m,[100  24  28]
Araks X J.Crew pajama set in viscose twill,$178,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-bottoms/araks-x-jcrew-pajama-set-in-viscose-twill/CF825?display=standard&fit=Classic&color_name=berry-sangria&colorProductCode=CF825,https://www.jcrew.com/s7-img-facade/CF825_RD6510,https://www.jcrew.com/s7-img-facade/CF825_RD6510_sw,https://www.jcrew.com/s7-img-facade/CF825_RD6510_m,[128   1  24]
Araks X J.Crew mini slip dress in crepe de chine,$168,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/nightgowns/araks-x-jcrew-mini-slip-dress-in-crepe-de-chine/CF826?display=standard&fit=Classic&color_name=blue-jade-bright-baltic&colorProductCode=CF826,https://www.jcrew.com/s7-img-facade/CF826_KW0206,https://www.jcrew.com/s7-img-facade/CF826_KW0206_sw,https://www.jcrew.com/s7-img-facade/CF826_KW0206_m,[ 35  71 133]
Araks X J.Crew Antonia bralette,$95,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-antonia-bralette/CF800?display=standard&fit=Classic&color_name=radiant-ruby&colorProductCode=CF800,https://www.jcrew.com/s7-img-facade/CF800_RD0136,https://www.jcrew.com/s7-img-facade/CF800_RD0136_sw,https://www.jcrew.com/s7-img-facade/CF800_RD0136_m,[138  14  16]
Araks X J.Crew robe in crepe de chine,$148,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/robes/araks-x-jcrew-robe-in-crepe-de-chine/CF827?display=standard&fit=Classic&color_name=bright-baltic&colorProductCode=CF827,https://www.jcrew.com/s7-img-facade/CF827_BL8482,https://www.jcrew.com/s7-img-facade/CF827_BL8482_sw,https://www.jcrew.com/s7-img-facade/CF827_BL8482_m,[18 44 90]
Araks X J.Crew Aaron panty,$90,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-aaron-panty/CF803?display=standard&fit=Classic&color_name=magenta-berry-sangria&colorProductCode=CF803,https://www.jcrew.com/s7-img-facade/CF803_EE7204,https://www.jcrew.com/s7-img-facade/CF803_EE7204_sw,https://www.jcrew.com/s7-img-facade/CF803_EE7204_m,[134  28  30]
Araks X J.Crew pajama set in cotton-silk voile blend,$158,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-bottoms/araks-x-jcrew-pajama-set-in-cotton-silk-voile-blend/CF829?display=standard&fit=Classic&color_name=cielo&colorProductCode=CF829,https://www.jcrew.com/s7-img-facade/CF829_BL0336,https://www.jcrew.com/s7-img-facade/CF829_BL0336_sw,https://www.jcrew.com/s7-img-facade/CF829_BL0336_m,[155 166 180]
Araks X J.Crew Gita underwire bra,$165,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-gita-underwire-bra/CF798?display=standard&fit=Classic&color_name=cielo&colorProductCode=CF798,https://www.jcrew.com/s7-img-facade/CF798_BL0336,https://www.jcrew.com/s7-img-facade/CF798_BL0336_sw,https://www.jcrew.com/s7-img-facade/CF798_BL0336_m,[111 118 129]
Araks X J.Crew Isabella panty,$60,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-isabella-panty/CF801?display=standard&fit=Classic&color_name=radiant-ruby&colorProductCode=CF801,https://www.jcrew.com/s7-img-facade/CF801_RD0136,https://www.jcrew.com/s7-img-facade/CF801_RD0136_sw,https://www.jcrew.com/s7-img-facade/CF801_RD0136_m,[149  21  39]
Araks X J.Crew pajama set in cotton-silk voile blend,$278,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-bottoms/araks-x-jcrew-pajama-set-in-cotton-silk-voile-blend/CF828?display=standard&fit=Classic&color_name=cielo&colorProductCode=CF828,https://www.jcrew.com/s7-img-facade/CF828_BL0336,https://www.jcrew.com/s7-img-facade/CF828_BL0336_sw,https://www.jcrew.com/s7-img-facade/CF828_BL0336_m,[183 196 210]
Araks X J.Crew Gwyneth panty,$90,https://www.jcrew.com/p/womens/categories/clothing/pajamas-and-intimates/pajama-sets/araks-x-jcrew-gwyneth-panty/CF799?display=standard&fit=Classic&color_name=cielo&colorProductCode=CF799,https://www.jcrew.com/s7-img-facade/CF799_BL0336,https://www.jcrew.com/s7-img-facade/CF799_BL0336_sw,https://www.jcrew.com/s7-img-facade/CF799_BL0336_m,[162 174 188]
Cashmere crewneck sweater in rugby stripe,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/cashmere-crewneck-sweater-in-rugby-stripe/CG673?display=standard&fit=Classic&color_name=cream-sangria&colorProductCode=CG673,https://www.jcrew.com/s7-img-facade/CG673_SR6060,https://www.jcrew.com/s7-img-facade/CG673_SR6060_sw,https://www.jcrew.com/s7-img-facade/CG673_SR6060_m,[228 207 184]
Dip-dyed brushed cashmere crewneck sweater,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/dip-dyed-brushed-cashmere-crewneck-sweater/CG676?display=standard&fit=Classic&color_name=red-berry&colorProductCode=CG676,https://www.jcrew.com/s7-img-facade/CG676_SR6093,https://www.jcrew.com/s7-img-facade/CG676_SR6093_sw,https://www.jcrew.com/s7-img-facade/CG676_SR6093_m,[109  16  27]
Dip-dyed brushed cashmere crewneck sweater,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/dip-dyed-brushed-cashmere-crewneck-sweater/CG676?display=standard&fit=Classic&color_name=red-berry&colorProductCode=CG676,https://www.jcrew.com/s7-img-facade/CG676_SR6095,https://www.jcrew.com/s7-img-facade/CG676_SR6095_sw,https://www.jcrew.com/s7-img-facade/CG676_SR6095_m,[104  85  45]
Dip-dyed brushed cashmere crewneck sweater,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/dip-dyed-brushed-cashmere-crewneck-sweater/CG676?display=standard&fit=Classic&color_name=red-berry&colorProductCode=CG676,https://www.jcrew.com/s7-img-facade/CG676_SR6093,https://www.jcrew.com/s7-img-facade/CG676_SR6093_sw,https://www.jcrew.com/s7-img-facade/CG676_SR6093_m,[109  16  27]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/CG677_NA6285,https://www.jcrew.com/s7-img-facade/CG677_NA6285_sw,https://www.jcrew.com/s7-img-facade/CG677_NA6285_m,[229 219 212]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/CG677_SU3813,https://www.jcrew.com/s7-img-facade/CG677_SU3813_sw,https://www.jcrew.com/s7-img-facade/CG677_SU3813_m,[26 25 22]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/BX496_SR6754,https://www.jcrew.com/s7-img-facade/BX496_SR6754_sw,https://www.jcrew.com/s7-img-facade/BX496_SR6754_m,[43 23 32]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/BX496_SR6119,https://www.jcrew.com/s7-img-facade/BX496_SR6119_sw,https://www.jcrew.com/s7-img-facade/BX496_SR6119_m,[ 79  84 106]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/CG678_SR4407,https://www.jcrew.com/s7-img-facade/CG678_SR4407_sw,https://www.jcrew.com/s7-img-facade/CG678_SR4407_m,[56 52 53]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/CG677_RD5812,https://www.jcrew.com/s7-img-facade/CG677_RD5812_sw,https://www.jcrew.com/s7-img-facade/CG677_RD5812_m,[214   2  29]
Ribbed featherweight cashmere T-shirt,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt/ME221?display=standard&fit=Classic&color_name=snow&colorProductCode=CG677,https://www.jcrew.com/s7-img-facade/CG677_NA6285,https://www.jcrew.com/s7-img-facade/CG677_NA6285_sw,https://www.jcrew.com/s7-img-facade/CG677_NA6285_m,[229 219 212]
Marled cashmere crewneck sweatshirt,$168,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/marled-cashmere-crewneck-sweatshirt/CG674?display=standard&fit=Classic&color_name=hthr-ash-grey&colorProductCode=CG674,https://www.jcrew.com/s7-img-facade/CG674_SR6728,https://www.jcrew.com/s7-img-facade/CG674_SR6728_sw,https://www.jcrew.com/s7-img-facade/CG674_SR6728_m,[149 145 140]
Marled cashmere crewneck sweatshirt,$168,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/marled-cashmere-crewneck-sweatshirt/CG674?display=standard&fit=Classic&color_name=hthr-ash-grey&colorProductCode=CG674,https://www.jcrew.com/s7-img-facade/CG674_SR6728,https://www.jcrew.com/s7-img-facade/CG674_SR6728_sw,https://www.jcrew.com/s7-img-facade/CG674_SR6728_m,[149 145 140]
Marled cashmere crewneck sweatshirt,$168,https://www.jcrew.com/p/womens/categories/clothing/sweaters/pullovers/marled-cashmere-crewneck-sweatshirt/CG674?display=standard&fit=Classic&color_name=hthr-ash-grey&colorProductCode=CG674,https://www.jcrew.com/s7-img-facade/CG674_NA6157,https://www.jcrew.com/s7-img-facade/CG674_NA6157_sw,https://www.jcrew.com/s7-img-facade/CG674_NA6157_m,[232 217 204]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/CG678_SR4407,https://www.jcrew.com/s7-img-facade/CG678_SR4407_sw,https://www.jcrew.com/s7-img-facade/CG678_SR4407_m,[56 52 53]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/CG677_SU3813,https://www.jcrew.com/s7-img-facade/CG677_SU3813_sw,https://www.jcrew.com/s7-img-facade/CG677_SU3813_m,[26 25 22]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/BX496_SR6754,https://www.jcrew.com/s7-img-facade/BX496_SR6754_sw,https://www.jcrew.com/s7-img-facade/BX496_SR6754_m,[43 23 32]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/BX496_SR6119,https://www.jcrew.com/s7-img-facade/BX496_SR6119_sw,https://www.jcrew.com/s7-img-facade/BX496_SR6119_m,[ 79  84 106]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/CG678_SR4407,https://www.jcrew.com/s7-img-facade/CG678_SR4407_sw,https://www.jcrew.com/s7-img-facade/CG678_SR4407_m,[56 52 53]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/CG677_RD5812,https://www.jcrew.com/s7-img-facade/CG677_RD5812_sw,https://www.jcrew.com/s7-img-facade/CG677_RD5812_m,[214   2  29]
Ribbed featherweight cashmere T-shirt in stripe,$98,https://www.jcrew.com/m/womens/categories/clothing/sweaters/pullovers/ribbed-featherweight-cashmere-t-shirt-in-stripe/ME221?display=standard&fit=Classic&color_name=ink-navy-muslin&colorProductCode=CG678,https://www.jcrew.com/s7-img-facade/CG677_NA6285,https://www.jcrew.com/s7-img-facade/CG677_NA6285_sw,https://www.jcrew.com/s7-img-facade/CG677_NA6285_m,[229 219 212]
Mid-rise relaxed kickout jean,$128select colors $89.50,https://www.jcrew.com/m/womens/categories/clothing/denim/demi-boot/mid-rise-relaxed-kickout-jean/ME222?display=standard&fit=Classic&color_name=ecru-wash&colorProductCode=CH686,https://www.jcrew.com/s7-img-facade/CH686_DM0580,https://www.jcrew.com/s7-img-facade/CH686_DM0580_sw,https://www.jcrew.com/s7-img-facade/CH686_DM0580_m,[190 174 157]
Mid-rise relaxed kickout jean,$128select colors $89.50,https://www.jcrew.com/m/womens/categories/clothing/denim/demi-boot/mid-rise-relaxed-kickout-jean/ME222?display=standard&fit=Classic&color_name=ecru-wash&colorProductCode=CH686,https://www.jcrew.com/s7-img-facade/CH687_DM8867,https://www.jcrew.com/s7-img-facade/CH687_DM8867_sw,https://www.jcrew.com/s7-img-facade/CH687_DM8867_m,[ 61 101 147]
Mid-rise relaxed kickout jean,$128select colors $89.50,https://www.jcrew.com/m/womens/categories/clothing/denim/demi-boot/mid-rise-relaxed-kickout-jean/ME222?display=standard&fit=Classic&color_name=ecru-wash&colorProductCode=CH686,https://www.jcrew.com/s7-img-facade/CH686_DM0580,https://www.jcrew.com/s7-img-facade/CH686_DM0580_sw,https://www.jcrew.com/s7-img-facade/CH686_DM0580_m,[190 174 157]
Brushed cashmere zip-up sweatshirt,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/cardigan/brushed-cashmere-zip-up-sweatshirt/CG675?display=standard&fit=Classic&color_name=hthr-linen&colorProductCode=CG675,https://www.jcrew.com/s7-img-facade/CG675_SR1575,https://www.jcrew.com/s7-img-facade/CG675_SR1575_sw,https://www.jcrew.com/s7-img-facade/CG675_SR1575_m,[213 195 176]
Brushed cashmere zip-up sweatshirt,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/cardigan/brushed-cashmere-zip-up-sweatshirt/CG675?display=standard&fit=Classic&color_name=hthr-linen&colorProductCode=CG675,https://www.jcrew.com/s7-img-facade/CG675_SR1575,https://www.jcrew.com/s7-img-facade/CG675_SR1575_sw,https://www.jcrew.com/s7-img-facade/CG675_SR1575_m,[213 195 176]
Brushed cashmere zip-up sweatshirt,$198,https://www.jcrew.com/p/womens/categories/clothing/sweaters/cardigan/brushed-cashmere-zip-up-sweatshirt/CG675?display=standard&fit=Classic&color_name=hthr-linen&colorProductCode=CG675,https://www.jcrew.com/s7-img-facade/CG675_RD5633,https://www.jcrew.com/s7-img-facade/CG675_RD5633_sw,https://www.jcrew.com/s7-img-facade/CG675_RD5633_m,[211   9  54]
