Item,Cost,Product Url,Model Url,Swatch Url,Item Url,RGB
A&F Quinn Tailored Straight Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-quinn-tailored-pant-57520901?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-4361-00311-965_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4361-00311-965_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4361-00311-965_prod1?policy=product-xsmall,[207 206 211]
A&F Quinn Tailored Straight Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-quinn-tailored-pant-57520901?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-4359-00313-410_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4359-00313-410_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4359-00313-410_prod1?policy=product-xsmall,[238 228 219]
A&F Sloane High Rise Drapey Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-drapey-wide-leg-pant-59173357?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-5378-00680-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5378-00680-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5378-00680-900_prod1?policy=product-xsmall,[43 41 43]
A&F Sloane High Rise Drapey Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-drapey-wide-leg-pant-59173357?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-5376-00678-425_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5376-00678-425_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5376-00678-425_prod1?policy=product-xsmall,[211 197 189]
A&F Sloane High Rise Drapey Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-drapey-wide-leg-pant-59173357?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-5374-00679-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5374-00679-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5374-00679-178_prod1?policy=product-xsmall,[215 210 204]
A&F Sloane High Rise Tailored Linen-Blend Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-linen-blend-wide-leg-pant-59173320?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-5054-00694-185_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5054-00694-185_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5054-00694-185_prod1?policy=product-xsmall,[205 198 185]
A&F Sloane High Rise Tailored Linen-Blend Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-linen-blend-wide-leg-pant-59173320?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-5178-00700-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5178-00700-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5178-00700-900_prod1?policy=product-xsmall,[30 30 29]
A&F Sloane High Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-wide-leg-pant-59173620?categoryId=12203&faceout=model&seq=05,https://img.abercrombie.com/is/image/anf/KIC_156-5927-00768-416_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5927-00768-416_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5927-00768-416_prod1?policy=product-xsmall,[64 52 50]
A&F Sloane High Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-wide-leg-pant-59173620?categoryId=12203&faceout=model&seq=05,https://img.abercrombie.com/is/image/anf/KIC_156-5926-00767-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5926-00767-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5926-00767-900_prod1?policy=product-xsmall,[36 34 40]
A&F Sloane High Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-wide-leg-pant-59173620?categoryId=12203&faceout=model&seq=05,https://img.abercrombie.com/is/image/anf/KIC_156-5928-00769-402_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5928-00769-402_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5928-00769-402_prod1?policy=product-xsmall,[167 147 125]
A&F Sloane High Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-high-rise-tailored-wide-leg-pant-59173620?categoryId=12203&faceout=model&seq=05,https://img.abercrombie.com/is/image/anf/KIC_156-5380-00710-907_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5380-00710-907_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-5380-00710-907_prod1?policy=product-xsmall,[81 81 80]
A&F Sloane Low Rise Tailored Linen-Blend Pant,$90,https://www.abercrombie.com/shop/us/p/low-rise-linen-blend-wide-leg-pant-56349364?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-4421-0336-185_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4421-0336-185_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4421-0336-185_prod1?policy=product-xsmall,[229 221 214]
A&F Sloane Low Rise Tailored Linen-Blend Pant,$90,https://www.abercrombie.com/shop/us/p/low-rise-linen-blend-wide-leg-pant-56349364?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-4419-0338-100_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4419-0338-100_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4419-0338-100_prod1?policy=product-xsmall,[238 237 240]
A&F Sloane Low Rise Tailored Linen-Blend Pant,$90,https://www.abercrombie.com/shop/us/p/low-rise-linen-blend-wide-leg-pant-56349364?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_156-4420-0335-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4420-0335-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4420-0335-900_prod1?policy=product-xsmall,[38 37 39]
A&F Sloane Low Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-low-rise-tailored-pant-56379319?categoryId=12203&faceout=model&seq=03,https://img.abercrombie.com/is/image/anf/KIC_156-4425-0331-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4425-0331-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4425-0331-178_prod1?policy=product-xsmall,[242 240 240]
A&F Sloane Low Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-low-rise-tailored-pant-56379319?categoryId=12203&faceout=model&seq=03,https://img.abercrombie.com/is/image/anf/KIC_156-4422-0334-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4422-0334-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4422-0334-900_prod1?policy=product-xsmall,[27 27 29]
A&F Sloane Low Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-low-rise-tailored-pant-56379319?categoryId=12203&faceout=model&seq=03,https://img.abercrombie.com/is/image/anf/KIC_156-4423-0333-410_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4423-0333-410_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4423-0333-410_prod1?policy=product-xsmall,[230 223 221]
A&F Sloane Low Rise Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/a-and-f-sloane-low-rise-tailored-pant-56379319?categoryId=12203&faceout=model&seq=03,https://img.abercrombie.com/is/image/anf/KIC_156-4424-0332-200_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4424-0332-200_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4424-0332-200_prod1?policy=product-xsmall,[28 29 51]
A&F Sloane Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/tailored-wide-leg-pants-51632323?categoryId=12203&faceout=life&seq=13&afsource=social+proofing,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-410_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-410_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-410_prod1?policy=product-xsmall,[222 212 208]
A&F Sloane Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/tailored-wide-leg-pants-51632323?categoryId=12203&faceout=life&seq=13&afsource=social+proofing,https://img.abercrombie.com/is/image/anf/KIC_156-2422-0803-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-2422-0803-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-2422-0803-900_prod1?policy=product-xsmall,[41 39 42]
A&F Sloane Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/tailored-wide-leg-pants-51632323?categoryId=12203&faceout=life&seq=13&afsource=social+proofing,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-200_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-200_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-3037-0813-200_prod1?policy=product-xsmall,[51 56 74]
A&F Sloane Tailored Wide Leg Pant,$90,https://www.abercrombie.com/shop/us/p/tailored-wide-leg-pants-51632323?categoryId=12203&faceout=life&seq=13&afsource=social+proofing,https://img.abercrombie.com/is/image/anf/KIC_156-4059-0083-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4059-0083-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_156-4059-0083-178_prod1?policy=product-xsmall,[211 205 199]
Angel Sleeve O-Ring Cutout Maxi Dress,$140,https://www.abercrombie.com/shop/us/p/angel-sleeve-o-ring-cutout-gown-53481820?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_159-4194-0074-111_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-4194-0074-111_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-4194-0074-111_prod1?policy=product-xsmall,[226 226 214]
Applique Floral Mini Dress,$130,https://www.abercrombie.com/shop/us/p/applique-floral-mini-dress-56725321?categoryId=12203&faceout=life&seq=01,https://img.abercrombie.com/is/image/anf/KIC_159-5394-00521-111_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5394-00521-111_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5394-00521-111_prod1?policy=product-xsmall,[209 209 205]
Asymmetrical Button Sweater Tank,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-button-sweater-tank-59070823?categoryId=12203&faceout=life&seq=04,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-400_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-400_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-400_prod1?policy=product-xsmall,[189 174 166]
Asymmetrical Button Sweater Tank,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-button-sweater-tank-59070823?categoryId=12203&faceout=life&seq=04,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-675_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-675_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5008-00486-675_prod1?policy=product-xsmall,[121  47  84]
Asymmetrical Button Sweater Tank,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-button-sweater-tank-59070823?categoryId=12203&faceout=life&seq=04,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-178_prod1?policy=product-xsmall,[239 236 232]
Asymmetrical Button Sweater Tank,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-button-sweater-tank-59070823?categoryId=12203&faceout=life&seq=04,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5000-00487-900_prod1?policy=product-xsmall,[35 33 35]
Asymmetrical Draped Maxi Dress,$100,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-maxi-dress-58970827?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-500_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-500_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-500_prod1?policy=product-xsmall,[132  38  45]
Asymmetrical Draped Maxi Dress,$100,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-maxi-dress-58970827?categoryId=12203&faceout=model&seq=02,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_159-5589-00228-900_prod1?policy=product-xsmall,[39 39 41]
Asymmetrical Draped Satin Top,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-satin-top-58552332?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-290_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-290_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-290_prod1?policy=product-xsmall,[46 42 64]
Asymmetrical Draped Satin Top,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-satin-top-58552332?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-570_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-570_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_140-4630-00268-570_prod1?policy=product-xsmall,[121  38  50]
Asymmetrical Draped Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-sweater-58806837?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-912_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-912_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-912_prod1?policy=product-xsmall,[44 43 46]
Asymmetrical Draped Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-draped-sweater-58806837?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-200_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-200_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-4490-00437-200_prod1?policy=product-xsmall,[167 180 209]
Asymmetrical Foldover Lace Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=life&seq=01,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_prod1?policy=product-xsmall,[219 216 211]
Asymmetrical Foldover Lace Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=life&seq=01,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_prod1?policy=product-xsmall,[28 26 28]
Asymmetrical Foldover Lace Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=life&seq=01,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_prod1?policy=product-xsmall,[231 227 224]
Asymmetrical Foldover Lace Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=life&seq=01,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_prod1?policy=product-xsmall,[201 132 174]
Asymmetrical Foldover Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=model&seq=04,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5586-00326-178_prod1?policy=product-xsmall,[219 216 211]
Asymmetrical Foldover Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=model&seq=04,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-625_prod1?policy=product-xsmall,[201 132 174]
Asymmetrical Foldover Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=model&seq=04,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-900_prod1?policy=product-xsmall,[28 26 28]
Asymmetrical Foldover Top,$50,https://www.abercrombie.com/shop/us/p/long-sleeve-lace-asymmetrical-top-59063365?categoryId=12203&faceout=model&seq=04,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5204-00325-178_prod1?policy=product-xsmall,[231 227 224]
Asymmetrical Twist Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-sweater-58772832?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-900_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-900_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-900_prod1?policy=product-xsmall,[30 29 29]
Asymmetrical Twist Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-sweater-58772832?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-5175-00447-112_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5175-00447-112_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5175-00447-112_prod1?policy=product-xsmall,[192 192 195]
Asymmetrical Twist Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-sweater-58772832?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-340_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-340_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-340_prod1?policy=product-xsmall,[122 133 121]
Asymmetrical Twist Sweater,$60,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-sweater-58772832?categoryId=12203&faceout=model&seq=01,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-178_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-178_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_150-5174-00448-178_prod1?policy=product-xsmall,[228 225 221]
Asymmetrical Twist Top,$40,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-top-59070821?categoryId=12203&faceout=model&seq=07,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-500_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-500_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-500_prod1?policy=product-xsmall,[163  31  48]
Asymmetrical Twist Top,$40,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-top-59070821?categoryId=12203&faceout=model&seq=07,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-245_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-245_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-245_prod1?policy=product-xsmall,[102 129 166]
Asymmetrical Twist Top,$40,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-top-59070821?categoryId=12203&faceout=model&seq=07,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-600_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-600_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5587-00251-600_prod1?policy=product-xsmall,[229 210 225]
Asymmetrical Twist Top,$40,https://www.abercrombie.com/shop/us/p/asymmetrical-twist-top-59070821?categoryId=12203&faceout=model&seq=07,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-875_model1?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-875_sw?policy=product-xsmall,https://img.abercrombie.com/is/image/anf/KIC_139-5572-00250-875_prod1?policy=product-xsmall,[231 216 171]
